職缺,公司名稱,地址,薪資,連結,工作內容,工作經驗,科系要求,擅長工具,其他條件
C#.Net 後端工程師,凡易股份有限公司,台北市大同區,"年薪630,000~1,100,000元",//www.104.com.tw/job/7e00i?jobsource=jolist_b_relevance,"我們的研發團隊專注於熟齡照護資訊系統開發，以醫療為養護基礎的智慧應用科技技術，結合專業照護經驗，協助照護人員管理與掌握個案健康狀況，整合長輩生理需求與心理感受，提升生理舒適度，進而提升照護品質；該系統同時串接個案家屬與第一線照護人員，能在確保公司內部的照護流程與品質的同時，提供個案家屬與照護人員之間即時的溝通渠道。

我們的系統以醫療資訊表單系統為主體，利用現代化技術，諸如AI、爬蟲、串流....等等，實現有別以往刻板印象的功能，並將朝向全面利用人工智慧帶領照護人員執行照護任務、開發智慧醫療輔具之方向，希望您能跟著公司一起成長。

必要項目：
1.	熟悉 C# 與 ASP.NET Core 5或 ASP.Net MVC開發經驗。
2.	具 Gitlab Flow 開發經驗。
3.	具使⽤Entity Framework、LINQ經驗。
4.	具開發 RESTful API 或是 GraphQL 經驗並能分析其優缺點。
5.	具開發前後端分離式的網站系統經驗。
6.	善於溝通與樂於團隊合作。

加分項⽬:
1.	理解 OOP, SOLID, DDD 等設計模式與準則並熟練使⽤。
2.	具單元測試概念與能有效運⽤提升 API 品質。
3.	熟悉 Docker 等容器服務。
4.	具 CI/CD 架設能⼒。
5.	能將 RDBMS 與 NoSQL 使⽤在適合的場景並優化其效能。
6.	善⽤ redis, kafka 以進⾏後端服務快取。
7.      具ReactJS、 Firebase、SignalR、爬蟲開發經驗。

※ 團隊文化為自由，追求貼近技術趨勢，團隊間積極的討論並一起努力如期交付進度。",大學以上,不拘,C#,"1. 理解 OOP, SOLID, DDD 等設計模式與準則並熟練使⽤。
2. 具單元測試概念與能有效運⽤提升 API 品質。
3. 熟悉 Docker 等容器服務。
4. 具 CI/CD 架設能⼒。
5. 能將 RDBMS 與 NoSQL 使⽤在適合的場景並優化其效能。
6. 善⽤ redis, kafka 以進⾏後端服務快取。"
後端工程師 Backend Engineer,創星物聯科技股份有限公司,台北市內湖區,"年薪600,000~950,000元",//www.104.com.tw/job/77w2o?jobsource=jolist_b_relevance,"在創星，您會與一群熟悉車聯網產業鍊的專家們一起共識，打造引以為傲的車隊管理平台。提供視覺化操作介面、商業數據分析圖表、即時顯示車輛位置，搭配創星獨家開發的車用設備，掌握即時車況，共同創造新一代車聯網生態系。 

【工作內容】
1. 與車隊管理平台前端協作，提供對應服務串接
2. 與產品經理進行協作，開發 RESTFul API 服務提供前端
3. 配合團隊開發流程進行版控，使用 git
4. 與產品企劃進行需求釐清，打造高效能應用
5. 協助公司內部專案程式碼進行了解或維護

【職能要求】
1. 具備 Python 開發經驗 
2. 具備 FAST API / Flask / Django framework 開發經驗
3. 具備 RESTFul API 服務開發經驗
4. 暸解 MongoDB / PostgreSQL（Database）CRUD 操作
5. 熟悉 Git 版本控制

【加分項目】
1. 瞭解 Container 及 K8S 相關部署工具
2. 具備 Airflow 流程客製化開發經驗
3. 暸解 Git flow 與 GitHub flow，並且了解如何透過 Merge Request 進行協作
4. 對於大數據 Render / Rerender 問題解法有高度興趣者

【團隊現況成員】

● 產品經理
● 產品企劃
● 後端工程師 
● App 工程師
● 數據工程師 
● 測試工程師

加入後您會 
與產品企劃溝通，打造更好的使用者體驗。 
與後端工程師溝通，勾勒出完美的串接架構。 
與測試工程師確認，將問題釐清並優化。 ",專科以上,不拘,Django,"- 請提供可供瀏覽作品，或是 git repo 皆可
- Python 開發後端系統 1年以上經驗
- MVC Framework 開發 1年以上經驗
- 熟悉 RMDB 任一，PostgreSQL、MySQL、MS SQL
- 專案或產品開發 2年以上開發經驗尤佳
"
Backend Software Engineer 後端軟件工程師,盈安環球有限公司,台北市中正區,待遇面議,//www.104.com.tw/job/76jy0?jobsource=jolist_b_relevance,"•Develop features and enhancements to Sanuker Chatbot products in a secure, effective, well-tested way 
•Implement and improve the Continuous Integration and Continuous Deployment functionality in Sanuker Chatbot
•Automate cloud deployment strategies for Sanuker Chatbot SaaS products 
•Assist in project implementation and solve technical problems of moderate scope and complexity 
•Collaborate with Developers, Project Managers and other team members in the product life cycle to ensure 
product delivery 
•Identify opportunities that help improve efficiency of project processes Skills & Requirements 
•High Diploma / Degree holder in Computer Science or related disciplines 
•Experience with Node.js, and container technologies such as Docker and Kubernetes is a must 
•Experience with other backend languages such as Go or Python is preferred 
•Experience with Mongo, Redis or any document database is preferred 
•Good command of written and spoken Chinese and English and demonstrate effective communication skills 
•Independent worker as well as a team player 
•Positive and solution-oriented mindset 
•Experience with performance and optimization problems and a demonstrated ability to both diagnose and 
prevent these problems 
•Willing to learn new technologies and self-motivated 

•以安全，有效，經過測試的方式開發 Sanuker 聊天機器人產品的功能和增強功能 
•在 Sanuker 聊天機器人中實施和改進持續集成和持續部署功能 
•自動化 Sanuker 聊天機器人SaaS 產品的雲部署策略 
•協助項目實施並解決中等規模和復雜性的技術問題 
•在產品生命週期中與開發人員，項目經理和其他團隊成員合作，以確保產品交付 
•確定有助於提高項目流程效率的機會技能與要求 
•計算機科學或相關學科的高級文憑/學位持有人 
•必須具有 Node.js 和 Docker 和 Kubernetes 等容器技術的經驗 
•具有其他後端語言(例如 Go 或 Python)經驗者優先 
•具有 Mongo，Redis 或任何文檔數據庫的經驗者優先 
•良好的中英文聽說讀寫能力，並具有良好的溝通能力。 
•獨立工作者和團隊合作者
•積極向上和以解決方案為導向的心態
•具有性能和優化問題的經驗，並具有診斷和預防這些問題的能力 • 願意學習新技術並且有上進心",專科、大學、碩士,數學及電算機科學學科類,Django,"- 請提供可供瀏覽作品，或是 git repo 皆可
- Python 開發後端系統 1年以上經驗
- MVC Framework 開發 1年以上經驗
- 熟悉 RMDB 任一，PostgreSQL、MySQL、MS SQL
- 專案或產品開發 2年以上開發經驗尤佳
"
後端工程師,領導力科技股份有限公司,高雄市前鎮區,待遇面議,//www.104.com.tw/job/6n2ox?jobsource=jolist_b_relevance,"◆工作內容
• 負責後端WebAPI商業邏輯開發。
• .Net Framework 4.0 以上開發經驗(.net core 3.0 以上尤佳) 、熟悉資料交換格式(Json、XML等)。
• 具 Git 版本控管使用經驗。
• 基本系統分析、設計以及資料庫設計、程式撰寫、測試的能力。
• 對技術有熱情，樂於共同學習、重視溝通、主動積極、有負責感、配合度高、重視團隊合作。

◆加分條件
• 具Cloud-Native應用系統開發經驗者尤佳。
• RWD (Responsive-Web-Design)、Bootstrap 、及任一前端框架（Angular, React.js, Vue.js)。


******若有作品請於面試時提供或展示*****",專科以上,不拘,Django,"- 請提供可供瀏覽作品，或是 git repo 皆可
- Python 開發後端系統 1年以上經驗
- MVC Framework 開發 1年以上經驗
- 熟悉 RMDB 任一，PostgreSQL、MySQL、MS SQL
- 專案或產品開發 2年以上開發經驗尤佳
"
Backend後端工程師,奧創資訊股份有限公司,新北市板橋區,"月薪38,000~55,000元",//www.104.com.tw/job/7mr8b?jobsource=jolist_b_relevance,"1.負責後端系統分析、設計以及程式撰寫與優化。
2.熟悉RESTful API概念與實務經驗。
3.具備RDBMS及NoSQL基礎觀念與開發經驗。
4.具備Docker容器技術基本觀念與使用經驗。
5.熟悉第三方服務(Facebook、FireBase..等等)使用。
6.參與業務需求討論，配合團隊協同工作完成相關任務目標。
7.樂於與他人協作和溝通分享經驗。
8.其它主管交辦事項。
",大學以上,不拘,Django,"1.熟悉以下任一後端程式語言，如Node.js、Java。
2.積極有熱忱、獨立思考。
3.版本控制(GIT)使用經驗、CI/CD使用經驗、熟悉GCP或任一雲服務。"
後端工程師,凱納股份有限公司,台中市南屯區,待遇面議,//www.104.com.tw/job/7lof9?jobsource=jolist_b_relevance,"【工作職責】
1.	雲端 API 設計與開發 (包括對外 open API, 內部 core platform API, 應用程式 web API)
2.	雲端資料處理與應用 (RDBMS & Time series data)


【工作技能】
1.    	1年以上後端 API 與應用程式開發經驗 (各種語言經驗皆可，目前公司使用Python)
2.	熟悉標準 API 規格設計規範與制定 (RESTful or GraphQL)
3.	RDBMS設計與實務經驗 (目前公司使用 Postgresql )


",大學以上,不拘,AWS,"加分項目：
1.	NoSQL 任何 “production” 使用經驗 (Key/value, document based, Graph, Time series 都可)
2.	Python FastAPI framework.
3.	掌握您熟悉語言的development stack (convention & practice, framework, project build/package dependency)
3.	熟悉 CI/CD 等 devops運作
4.	熟悉軟體開發生命週期與環境 (git, pull request, dev, beta, prod)
5.	Unit test 撰寫與 Integration test 相關經驗
6.	敏捷開發方式 (尤以Scrum)
7.	OOP & design pattern.
8.	熟悉AWS 與 serverless架構.
9.     技術規格設計與文件(英文)撰寫能力 (class, sequence, activity, flow chart diagram)



"
後端工程師,財團法人台灣地理資訊中心,台北市中正區,待遇面議,//www.104.com.tw/job/778ew?jobsource=jolist_b_relevance,"1.專案網站平台設計與開發
2.系統性能優化，並修正系統資訊安全弱點問題
3.撰寫開發維護手冊或相關技術文件
4.主管安排的其它工作事項
",大學以上,不拘,AWS," 1.熟悉任何一個 server-side framework (Lavarel/ Spring/ Gin/MVC5 ...etc)
2.熟悉至少一個的後端語言(PHP, Java(Kotlin), Golang, C#...etc)
3.熟悉RESTful觀念，並且設計合理API
4.熟悉至少一種Database的原理
5.熟悉Git、SVN版本控制
6.具有獨立作業能力，也樂於團隊合作，善於溝通不吝與人分享
加分條件(非必要)
1.熟悉雲端操作AWS/ GCP
2.Docker 架構設計經驗。
3.具有基礎英文閱讀能力，能解讀Stack Overflow問答網站內容。

 "
後端工程師 Backend Engineer,數字自由有限公司,台北市內湖區,"月薪35,000~130,000元",//www.104.com.tw/job/7lez5?jobsource=jolist_b_relevance,"工作內容
1.	共同開發及維護微服務
2.	專案 CI/CD 腳本撰寫、維護
3.	針對不同 Package 撰寫單元測試
4.	協同架構師設計及優化後端服務
職位要求
1.	三年以上程式設計開發經驗，有 Golang、Node.js 經驗佳，或者願意學習
2.	熟悉基礎 Linux 操作
3.	熟悉基礎網路概念，如：TCP/IP、HTTP、Webosket 等
4.	熟悉 Git、Docker 等工具
",大學以上,不拘,TCP/IP,"加分條件
1.	熟悉 Lua，有 Openrestry、Redis 專案經驗
2.	熟悉 Message Queue 等流式處理專案經驗
3.	熟悉 AWS 雲端服務"
PHP後端工程師,台盈資訊科技有限公司,台北市松山區,待遇面議,//www.104.com.tw/job/6lgdn?jobsource=jolist_b_relevance,"1. 與設計人員、後端工程師協同作業，完成網站開發。
2. 連接現有系統，進行介面的製作與調整。
3. 不同裝置、設備的相容性測試。
4. 處理客戶網站及其主機(wamp)問題排解。",不拘,不拘,HTML,"要求具備在非使用框架下， PHP、MySQL、HTML的開發經驗 (三者皆具備)。
若有以下經驗者佳: 
1.線上交易系統 
2.大量數據交換 
3.使用 redis 的經驗"
Backend Developer 後端工程師,阿福股份有限公司,台北市信義區,"年薪1,000,000~1,400,000元",//www.104.com.tw/job/61rs2?jobsource=jolist_b_relevance,"▍關於 AlfredCamera

AlfredCamera (阿福管家) 是北美最受歡迎的居家安全監控軟體，將閒置的舊手機轉變為居家安全監視器。阿福管家的願景是提供容易取得的居家安全服務，並且也成為最受好評的品牌之一。我們的目標是提供一流的用戶體驗，還有最佳的性能與高度穩定性。AlfredCamera 為全球的用戶提供服務，後端團隊的任務是：面對用戶增長、新功能開發的同時，如何維護基礎設施，並且維持高度可用性與可擴展性，成為我們每天面臨的挑戰。

▍角色定位

我們正在尋找有熱忱的後端工程師，你將持續探索新技術，在敏捷開發的環境中開發產品，並且進行專案的技術評估，與團隊一同建立運營的 AlfredCamera 後端服務平台。

歡迎投遞履歷，我們期待能更進一步認識你！

▍職務範圍

• 和團隊一起設計、打造和運營 AlfredCamera 的後端服務平台
• 產出具有品質的程式碼和技術文件
• 調查並解決發現的穩定性和系統效能等問題
• 和其他團隊合作，完成共同的專案目標
• 持續探索新技術並勇於接受挑戰",不拘,不拘,JavaScript,"▍必須條件

• 大學相關科系畢業或是具有兩年以上後端相關開發經驗
• 具備 JavaScript/TypeScript 開發和除錯能力
• 具有良好的的溝通能力
• 熟悉 Linux 作業系統並具有 Shell script 撰寫能力

▍加分項目

• 熟悉 AWS/GCP 等雲端服務操作且有實務經驗者
"
後端工程師 Backend Engineer,簡單平台股份有限公司,台北市南港區,"年薪600,000~1,200,000元",//www.104.com.tw/job/7frc7?jobsource=jolist_b_relevance,"【工作內容】
ShowEasy 是一家預計在 2022 年初上線的會展線上平台的新創公司，希望透過整合會展資源打造嶄新的會展生態圈為目標，為參展商創造最優質的會展旅程。
你的加入將負責 ShowEasy 平台的後端研發工作，包含構建 API 與第三方服務串接。

【條件要求】
- 熟悉任一 Python 後端框架如 Django。 
- 熟悉關連式資料庫如 MySQL。
- 構建 REST API 的實務經驗。
- 熟悉 Git 版本控制。

【加分條件】
- 熟悉緩存技術如 Redis、搜尋引擎如 ElasticSearch 等。
- 使用 AWS 構建可擴展服務的經驗。",大學以上,不拘,MySQL,"▍必須條件

• 大學相關科系畢業或是具有兩年以上後端相關開發經驗
• 具備 JavaScript/TypeScript 開發和除錯能力
• 具有良好的的溝通能力
• 熟悉 Linux 作業系統並具有 Shell script 撰寫能力

▍加分項目

• 熟悉 AWS/GCP 等雲端服務操作且有實務經驗者
"
後端工程師,方舟智慧股份有限公司,台北市大安區,待遇面議,//www.104.com.tw/job/72k48?jobsource=jolist_b_relevance,"1. 任一後端相關框架開發經驗(Java, Rails, PHP, Node.js...etc.任一即可)，需具有前端相關經驗或有與前端合作之經驗
2. 熟悉網站功能、具備功能架構分析、時程規劃與開發文件撰寫能力（Flowchart、Wireframe、功能規格書...等）
3. 關聯式資料庫與 SQL 方面的專業知識
4. 具有快速製作出 web based 的 demo 產品之能力
5. 工作配合度及抗壓性高，細心負責可合作專案任務內容
6. 獨立思考並有設計想法，配合執行專案設計需求

===============================================
加分項目：
1. 有電商專案開發經驗尤佳
2. 具有網站建置、上線經驗，或是網站移轉經驗
3. 熟悉Google Analytics、GTM等分析工具
",專科、大學、碩士,不拘,MySQL,"▍必須條件

• 大學相關科系畢業或是具有兩年以上後端相關開發經驗
• 具備 JavaScript/TypeScript 開發和除錯能力
• 具有良好的的溝通能力
• 熟悉 Linux 作業系統並具有 Shell script 撰寫能力

▍加分項目

• 熟悉 AWS/GCP 等雲端服務操作且有實務經驗者
"
